,Id,MSSubClass,Street,Utilities,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtFinType1,BsmtFinType2,Heating,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,3SsnPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontage_missing,BsmtHalfBath_0,BsmtHalfBath_1,HalfBath_0,HalfBath_1,LandSlope_Gtl,LandSlope_Mod,PavedDrive_N,PavedDrive_P,LandContour_Bnk,LandContour_HLS,LandContour_Low,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,GarageFinish_Fin,GarageFinish_Na,GarageFinish_RFn,BsmtFullBath_0,BsmtFullBath_1,BsmtFullBath_2,Fireplaces_0,Fireplaces_1,Fireplaces_2,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenAbvGr_0,KitchenAbvGr_1,KitchenAbvGr_2,LotShape_IR1,LotShape_IR2,LotShape_IR3,FullBath_0,FullBath_1,FullBath_2,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Na,MasVnrType_None,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_Na,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Na,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,GarageCars_0,GarageCars_1,GarageCars_2,GarageCars_3,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Na,BsmtCond_Po,YearRemodAdd,ScreenPorch,GarageYrBlt,LotFrontage,EnclosedPorch,YearBuilt,BsmtFinSF2,OpenPorchSF,WoodDeckSF,MasVnrArea,2ndFlrSF,GarageArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,BsmtUnfSF,GrLivArea,LotArea
414,415,0.2047945205479452,0,0,0.04041095890410959,0.863013698630137,0.9897260273972602,0.3047945205479452,0.2184931506849315,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.10136986301369863,0.009589041095890411,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.05136986301369863,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.04041095890410959,0.8678082191780822,0.8205479452054795,228000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.013892875125168527,-0.29378482566857494,-0.3474541325787712,-0.4589855210624137,-0.40759468814363037,-0.48443413159257737,2.7835893433128693,1.3719066480679776,1.0860792333325047,-0.8274659089769937,1.2031603413913172,0.9371118465187004,-0.4533703740880169,0.11049064334344907,-0.059313484772964616,0.09694538266101979,1.1351750214721372,0.409909115375231
415,416,0.36712328767123287,0,0,0.05410958904109589,0.863013698630137,0.9897260273972602,0.49726027397260275,0.2184931506849315,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.27534246575342464,0.9315068493150684,0.4726027397260274,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.08356164383561644,0.08356164383561644,0.08561643835616438,181134,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.6734281303853675,-0.29378482566857494,-1.7645449667806328,0.2232360229063955,-0.40759468814363037,-1.7560596139774165,-0.35938405655380323,0.5140553171794723,0.8727904774484364,-0.8274659089769937,-0.8714543139174613,-0.2959594009329038,-0.6816256597415995,0.6739616342433727,0.6156550404107444,1.41754626489293,-0.25448196775161547,-0.04115764198413829
416,417,0.2047945205479452,0,0,0.050684931506849315,0.863013698630137,0.9897260273972602,0.3047945205479452,0.25616438356164384,0.1404109589041096,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.1506849315068493,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.27534246575342464,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.07260273972602739,0.8678082191780822,0.8205479452054795,149500,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.543956141993869,-0.29378482566857494,0.22383673266186485,0.26901564438305353,-0.40759468814363037,0.0231494471013678,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,1.2248836206736937,1.1395135987117326,-0.09477874133301725,0.1264874161098105,-0.8535309402667624,-1.584910675050453,0.01794525279755851,-0.1289035592383736,-0.28465065333689343
417,418,0.0410958904109589,0,0,0.03493150684931507,0.05547945205479452,0.9897260273972602,0.3047945205479452,0.25616438356164384,0.1726027397260274,0.1958904109589041,0.9821917808219178,0.1410958904109589,0.01780821917808219,0.1,0.10136986301369863,0.8602739726027397,0.012328767123287671,1,0.06438356164383562,0.9821917808219178,0.14589041095890412,0.03219178082191781,0.9315068493150684,0.2602739726027397,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.05410958904109589,0.8678082191780822,0.8205479452054795,239000,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.3234853854690454,-0.29378482566857494,1.775866817391874,0.7930824979157655,-0.40759468814363037,1.3936513011867484,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,1.2416941792398792,1.6952454741394762,1.1102988464654742,0.7370512559405973,0.6842874933750148,-0.5611816651014789,1.926351125397883,1.7710271624103626
418,419,0.09863013698630137,0,0,0.0684931506849315,0.863013698630137,0.9897260273972602,0.10547945205479452,0.2719178082191781,0.1726027397260274,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.1,0.1506849315068493,0.8602739726027397,0.9780821917808219,1,0.018493150684931507,0.9821917808219178,0.5506849315068493,0.22534246575342465,0.9315068493150684,0.4726027397260274,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.09657534246575343,0.8678082191780822,0.0027397260273972603,126000,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3234853854690454,-0.29378482566857494,1.3232684042378104,-0.4074045929571468,-0.40759468814363037,0.9950489656147693,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,1.0067032914592733,-1.0485443346782861,0.32690078942372486,-0.6448062732463087,-1.20086290141554,-0.02505909281733314,-0.7140369636604216,-0.20854377473354668
419,420,0.36712328767123287,0,0,0.1541095890410959,0.863013698630137,0.9897260273972602,0.49726027397260275,0.2719178082191781,0.1726027397260274,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.43424657534246575,0.10136986301369863,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.27534246575342464,0.9315068493150684,0.022602739726027398,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.16027397260273973,0.8678082191780822,0.8205479452054795,142000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.968249810974974,-0.29378482566857494,0.6852704065315621,-0.15649991804464436,2.455905687331313,0.43175420769935774,-0.35938405655380323,0.9974684158788985,-0.9503365061005771,-0.8274659089769937,-0.8714543139174613,-0.7311431310853748,0.8571229209301288,0.056794579494627837,-0.1302960924809038,-0.4431027358962611,-0.9013991481030911,-0.14117147809505817
420,421,0.03561643835616438,0,0,0.03356164383561644,0.863013698630137,0.9897260273972602,0.025342465753424658,0.2184931506849315,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.2452054794520548,0.12808219178082192,0.9315068493150684,0.4726027397260274,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.05410958904109589,0.8678082191780822,0.00821917808219178,206300,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.32037937711126063,-0.29378482566857494,-0.5782548884251496,0.4487194021670385,-0.40759468814363037,-0.6901329592533049,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,1.2219883673045175,-0.8714543139174613,1.3733747276539563,1.2168743423613504,0.682394656137281,0.6249013106139754,-1.5254268148835601,-0.24600387397297888,-0.48711584909355043
421,422,0.36712328767123287,0,0,0.05,0.863013698630137,0.9897260273972602,0.49726027397260275,0.25616438356164384,0.1404109589041096,0.7815068493150685,0.9821917808219178,0.04178082191780822,0.0410958904109589,0.43424657534246575,0.1506849315068493,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.12808219178082192,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.17328767123287672,0.8678082191780822,0.8205479452054795,215000,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.39332465597613253,-0.29378482566857494,0.36718243840440545,0.08608072891753701,-0.40759468814363037,0.1502032840603433,-0.35938405655380323,-1.0713069393887342,1.1482699034648147,1.1271304965465645,-0.8714543139174613,0.3010804690413849,1.1811464130733562,1.213523196659239,1.1658114389857328,-0.2382068227135935,0.27108114255056237,1.18005164405383
422,423,0.36712328767123287,0,0,0.03356164383561644,0.03287671232876712,0.9897260273972602,0.49726027397260275,0.2719178082191781,0.5623287671232877,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.2945205479452055,0.8602739726027397,0.9780821917808219,0,0.06438356164383562,0.9821917808219178,0.2452054794520548,0.06643835616438357,0.9315068493150684,0.4726027397260274,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.03561643835616438,0.8678082191780822,0.8205479452054795,113000,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2582373046307338,-0.29378482566857494,1.0131938132147533,1.3544997203717761,-0.40759468814363037,0.7215022155442915,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,-0.8714543139174613,0.2616558029347107,-1.3531585036143856,-0.09710503321589564,-0.3412738581463523,0.9625187213198814,-1.0718056360909327,1.7107001101471635
423,424,0.2047945205479452,0,0,0.028082191780821917,0.863013698630137,0.9897260273972602,0.3047945205479452,0.11506849315068493,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.14589041095890412,0.12808219178082192,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.17328767123287672,0.8678082191780822,0.8205479452054795,315000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.32037937711126063,-0.29378482566857494,-0.6429392005596263,0.5366174143813058,-0.40759468814363037,-0.7478574928190017,-0.35938405655380323,0.8786590296575437,-0.9503365061005771,1.3742247268375425,1.227480241853534,1.0120518709143338,1.0170266692296122,0.944814226380947,0.9018735793079515,0.06440669511857126,1.9347683544221141,0.023187273921411733
424,425,0.36712328767123287,0,0,0.1541095890410959,0.863013698630137,0.9897260273972602,0.49726027397260275,0.25616438356164384,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.43424657534246575,0.050684931506849315,0.8602739726027397,0.9780821917808219,0,0.06438356164383562,0.9821917808219178,0.2452054794520548,0.27534246575342464,0.9315068493150684,0.2602739726027397,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.13972602739726028,0.8678082191780822,0.8205479452054795,139000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2133034422376479,-0.29378482566857494,0.961734831180722,0.177100420290464,-0.40759468814363037,0.6760659134424059,-0.35938405655380323,0.6899512723555242,-0.9503365061005771,1.0050584369413544,-0.8714543139174613,-0.7651969040249071,0.7126634381085952,0.36580481619814553,0.26135326739821124,0.2643449693447993,-0.5706828014368325,-0.01933477137074437
425,426,0.2047945205479452,0,0,0.0773972602739726,0.863013698630137,0.9897260273972602,0.3047945205479452,0.2184931506849315,0.049315068493150684,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.2945205479452055,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.27534246575342464,0.9315068493150684,0.2602739726027397,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.04315068493150685,0.8678082191780822,0.8205479452054795,135000,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08931158683263034,-0.29378482566857494,1.2085815923478611,-0.4074045929571468,2.454684776584597,0.9145219533698526,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,1.126771246292803,-1.0485443346782861,-1.3531585036143856,-0.9067493776334806,-1.4189257932668928,0.40117538623385574,-0.15167520816660665,-1.8860857910032556
426,427,0.03972602739726028,0,0,0.04041095890410959,0.863013698630137,0.9897260273972602,0.04452054794520548,0.2184931506849315,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.44315068493150683,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.2452054794520548,0.18835616438356165,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.08356164383561644,0.8678082191780822,0.8205479452054795,275000,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22964933001992655,3.403874048703476,-0.10318548580178859,0.08608072891753701,-0.40759468814363037,-0.2671501367203322,-0.35938405655380323,-1.0713069393887342,0.7998435100520389,1.1570151304447094,-0.8714543139174613,0.4748087814470937,1.3266317382472674,1.0432255447406793,1.2448942380692967,-2.0640835095877823,0.3502909731114016,0.6655883219347647
427,428,0.36712328767123287,0,0,0.1541095890410959,0.863013698630137,0.9897260273972602,0.49726027397260275,0.07945205479452055,0.1726027397260274,0.1958904109589041,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.43424657534246575,0.0910958904109589,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.18835616438356165,0.9315068493150684,0.4726027397260274,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.16027397260273973,0.8678082191780822,0.8205479452054795,109008,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1903780657480876,-0.29378482566857494,0.7434101100363253,0.4042917680863207,-0.40759468814363037,0.6529596392353769,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,-0.8714543139174613,-0.5014024641123515,0.2853633610995682,-0.28407926562239844,-0.6140403992680834,0.34053435921625996,-1.2844726689066253,-0.10877063382666009
428,429,0.36712328767123287,0,0,0.10273972602739725,0.863013698630137,0.9897260273972602,0.49726027397260275,0.2184931506849315,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.2452054794520548,0.27534246575342464,0.9315068493150684,0.4726027397260274,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.04315068493150685,0.08356164383561644,0.08561643835616438,195400,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.6734281303853675,-0.29378482566857494,-1.7645449667806328,-0.20578574691209167,-0.40759468814363037,-1.7560596139774165,-0.35938405655380323,0.7849807861280443,0.8885949275391959,1.093235277626559,-0.8714543139174613,0.7269341472974005,0.7590346223739832,0.39183964729390713,0.2925939747854176,0.1915774931152098,-0.5434676382340138,-0.5698435511343817
429,430,0.36712328767123287,0,0,0.026027397260273973,0.863013698630137,0.9897260273972602,0.49726027397260275,0.25616438356164384,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.2863013698630137,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.27534246575342464,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.07260273972602739,0.8678082191780822,0.8205479452054795,175000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.27320926284940816,-0.29378482566857494,-0.05864276584148394,2.4227342607621734,2.4556850656610654,-0.22757080329646148,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,-0.8274659089769937,-0.8714543139174613,0.5049706463645351,1.0300835609002703,0.7830885818955327,0.7776959412184955,-0.16024493809445897,-0.10418676040984763,0.449237590380596
430,431,0.04315068493150685,0,0,0.010958904109589041,0.863013698630137,0.9897260273972602,0.3047945205479452,0.25616438356164384,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.1506849315068493,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.2452054794520548,0.06643835616438357,0.9315068493150684,0.4726027397260274,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.16027397260273973,0.02945205479452055,0.06917808219178082,85400,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300071088981474,-0.29378482566857494,0.5324818576951447,-2.9967815733405043,-0.40759468814363037,0.2965795237951522,-0.35938405655380323,-1.0713069393887342,-0.9503365061005771,1.2504174504212013,1.0663428203391965,-0.9278495004030199,0.44258438209853845,-1.3504336245331132,-2.6807517837176955,-1.1320394277330033,-1.0743645547191472,-3.1823858115421215
431,432,0.09863013698630137,0,0,0.0773972602739726,0.05547945205479452,0.9897260273972602,0.10547945205479452,0.25616438356164384,0.1404109589041096,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.1,0.2945205479452055,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.14589041095890412,0.22534246575342465,0.9315068493150684,0.4726027397260274,0.05547945205479452,0.05547945205479452,0.05547945205479452,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.04315068493150685,0.0061643835616438354,0.06917808219178082,79900,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32037937711126063,-0.29378482566857494,0.27867230442560376,-0.4074045929571468,-0.40759468814363037,1.3768985757402086,-0.35938405655380323,1.06461377630097,-0.9503365061005771,-0.8274659089769937,0.7254120683067161,-2.5385163586711115,-1.3531585036143856,-0.2980981711670011,-0.03603015896273923,0.8288057661148421,-0.5661353312467955,-0.9350117814147532
432,433,0.04315068493150685,0,0,0.010958904109589041,0.863013698630137,0.9897260273972602,0.3047945205479452,0.2719178082191781,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.1506849315068493,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.2452054794520548,0.27534246575342464,0.021232876712328767,0.4726027397260274,0.2650684931506849,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.08356164383561644,0.8678082191780822,0.8205479452054795,122500,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8008076412415945,-0.29378482566857494,0.500508558011076,-2.730545039166961,-0.40759468814363037,0.2682774782558489,-0.35938405655380323,0.5974682383343677,1.1482699034648147,1.3365216310618295,1.1014573625141533,-0.09477874133301725,0.5532023190742213,-0.6228109546640102,-1.1624707256564117,-0.405685580963722,-0.20174622367879233,-2.936753552755896
433,434,0.2047945205479452,0,0,0.05410958904109589,0.863013698630137,0.9897260273972602,0.3047945205479452,0.25616438356164384,0.5623287671232877,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.2945205479452055,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.5506849315068493,0.22534246575342465,0.9315068493150684,0.21438356164383562,0.5958904109589042,0.897945205479452,0.9082191780821918,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.16027397260273973,0.8678082191780822,0.8205479452054795,181000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.32037937711126063,-0.29378482566857494,-0.5782548884251496,1.3544997203717761,-0.40759468814363037,-0.6901329592533049,-0.35938405655380323,0.5974682383343677,-0.9503365061005771,-0.8274659089769937,1.1256177357582424,0.04020801138331055,-1.3531585036143856,-0.23984412371712452,-0.5477631526193874,0.8679021025924043,0.27488177612229603,0.34128530296113524
434,435,0.00684931506849315,0,0,0.011643835616438357,0.863013698630137,0.9897260273972602,0.025342465753424658,0.07945205479452055,0.1404109589041096,0.7815068493150685,0.9821917808219178,0.04178082191780822,0.0410958904109589,0.43424657534246575,0.1506849315068493,0.8602739726027397,0.9780821917808219,0,0.9136986301369863,0.9821917808219178,0.03424657534246575,0.011643835616438357,0.9315068493150684,0.4726027397260274,0.05547945205479452,0.05547945205479452,0.05547945205479452,0.9835616438356164,0.9952054794520548,0.9643835616438357,0.17328767123287672,0.8678082191780822,0.8205479452054795,81000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8008076412415945,-0.29378482566857494,0.27867230442560376,-2.9967815733405043,-0.40759468814363037,0.2682774782558489,-0.35938405655380323,-1.0713069393887342,0.8311336471557322,-0.8274659089769937,-0.8714543139174613,-2.5385163586711115,0.5819925755939476,-0.9604161263512639,-1.796854304642832,-0.9500515017562673,-2.115767733940497,-2.96577631551947
