,id,rating,text,date
77,ChIJQR9o0zTafkcRA76TSnrQuiw,4,"Bene gli hamburger e le patatine fritte, meno le pizze. Per le birre conosco posto migliori, ma questi sono gusti personali. 
Non c'è parcheggio e lo spazio davanti è occupato dai motorini delle consegna a domicilio, cosa che rende difficile la sosta 'pit stop'... sarà per incentivare la consegna a casa?",2019-10-02 07:37:47
78,ChIJPY1FQanbfkcRspBzU5rWkhw,1,"È molto semplice.
Se un ristorante non è in grado di gestire delle ordinazioni, non lo fa.",2020-08-25 22:59:04
79,ChIJPY1FQanbfkcRspBzU5rWkhw,5,"Appena finito di mangiare una tartare da favola, accompagnata da pollo e alette fritte!!! Che dire: super super super complimenti. Non vedo l'ora che passi qualche giorno per riordinare. 
P.S: puntualissimi sulla consegna.
👍👍👍",2020-04-25 20:33:47
80,ChIJPY1FQanbfkcRspBzU5rWkhw,5,"Ottima scelta di piatti,alta qualità delle materie prime!personale gentile e disponibile,con just Eat abbiamo avuto sempre puntualmente la nostra cena!continueremo ad ordinare da loro!consigliatissimo",2020-06-02 20:30:17
81,ChIJPY1FQanbfkcRspBzU5rWkhw,5,Superlativo,2020-05-26 01:06:49
82,ChIJPY1FQanbfkcRspBzU5rWkhw,5,,2020-08-23 20:52:02
83,ChIJgyzet3HbfkcRDeQdAg2OVz0,5,"In assoluto tra le migliori pizze di Padova! Ottimi ingredienti, scelti con cura e attenzione (a cominciare dall'autentica mozzarella di bufala), ampia scelta per tutti i gusti, e soprattutto un impasto lavorato e cotto ad arte in forno a legna nella migliore tradizione napoletana! E che dire poi delle mitiche pizze fritte, pagnottoni, sfogliatelle e sfizi vari? Un grande applauso a Salvatore e a tutto lo staff!!",2020-07-01 21:30:31
84,ChIJgyzet3HbfkcRDeQdAg2OVz0,4,"Prima esperienza: positiva! Pizza alla napoletana, ingredienti di qualità, ottima digeribilità.",2020-01-20 21:58:18
85,ChIJgyzet3HbfkcRDeQdAg2OVz0,1,"Ordino 1 pizza “ai funghi” con aggiunta di Bufala...  mi danno praticamente pane e mozzarella e funghi... credo che sia abbastanza naturale e universale che una pizza ai funghi abbia anche il pomodoro. Se non la fai come il 99% delle altre pizzerie, dovresti avvisare con “Guardi che qui ci gira nel farla bianca”.... beh telefono e loro una funghi la fanno bianca... Boh.. anche se ci abito dietro mai più...",2020-01-19 21:12:20
86,ChIJgyzet3HbfkcRDeQdAg2OVz0,5,"Nuova pizzeria d'asporto.
Il pizzaiolo scuola rossopomodoro, all'inaugurazione, ci ha deliziato con pizze, panini napoletani ed altro. Qualità ottima e prodotti d'eccellenza.
 La consiglio a tutti!!!!!!",2020-01-15 16:50:44
87,ChIJgyzet3HbfkcRDeQdAg2OVz0,5,"Pizze ottime nel vero stile napoletano,quindi prima di ordinare informatevi perché molte le fanno bianche (come da tradizione napoletana) .. ingredienti di qualità,diventerà sicuramente la nostra pizzeria preferita.",2020-02-14 20:35:15
88,ChIJc469OErafkcRJssygmH7sYw,5,"La pizza di questa pizzeria è eccezionale, saporita e squisita. La consiglio a tutti i miei amici e a tutti quelli che conosco.",2020-06-24 22:08:01
89,ChIJc469OErafkcRJssygmH7sYw,5,"Pizza alla norma e Siciliana con impasto napoletano alto, semplicemente fantastiche! Consiglio di non chiamare tardi ma di ordinare intorno alle 19. Anche servizio a domicilio.",2019-12-01 15:38:03
90,ChIJc469OErafkcRJssygmH7sYw,1,Buona la pizza ma non sono mai puntuali! Mai! Scarsa organizzazione e di conseguenza poco rispetto per la clientela.,2020-04-04 21:46:34
91,ChIJc469OErafkcRJssygmH7sYw,5,"A parte la simpatia del titolare, è uno dei pochi che cura gli impasti come si deve... 48 ore di lievitazione.. e poi c'è un impasto da provare per ogni gusto... tradizionale, napoletano, alla canapa, alta idratazione... qualità eccellente...",2019-10-07 11:18:13
92,ChIJc469OErafkcRJssygmH7sYw,5,"La miglior pizza da asporto e non a Padova! Prodotti di altissima qualità, ricercati e oltre alle solite pizze potrete trovare ogni settimana delle novità!",2018-04-01 10:25:50
93,ChIJIeQXGLTbfkcR5wmKu3OgZto,4,,2018-01-26 22:19:09
94,ChIJ122GUD7bfkcRxQ-pVinApuk,2,"Scrivo sempre bellissime recensioni perchè pago un servizio e credo di ricevere sempre il massimo da professionisti del settore. 
Pizza buonissima, ma le patatine al forno che avevo chiesto?  
La prossima apro la pizza davanti a chi me l'ha portata...
Italiani...dovevo capire...siamo ad Agosto e di sabato,  ve ne approfittate.
Pazienza alla prossima forse sarò più fortunato.
Ho dato anche la mancia.
Buon Lavoro, comunque!",2020-08-08 22:15:22
95,ChIJ122GUD7bfkcRxQ-pVinApuk,1,"Due parole: o cess e Napule.
Il fattorino che arriva 20 minuti in anticipo rispetto a quanto prestabilito su Just Eat, con il risultato che la pizza me la ritrovo fredda ghiacciata nel momento di mangiarla. Scelgo dal menù una pizza bella consistente (nello specifico, una Amatriciana) e mi ritrovo nel cartone una semplice margherita (pancetta/guanciale specificata nel menù non pervenuta) stracolma di formaggio non ben definito raggrumato nel centro della pizza. Il tutto contornato da un impasto salato a livelli disumani.
Beh che dire, nessuno si sarebbe mai aspettato da Il Sole Di Napoli la caratura e la classe della pizza di Michele, ma mai avrei pensato che la surgelata buitoni del reparto freezer Lidl potesse essere migliore di questa fetecchia di pizza. 
Concludo dicendo che a sto giro e sbagliat proprj palazz!",2020-05-18 21:32:37
96,ChIJ122GUD7bfkcRxQ-pVinApuk,5,"Porti amici veneti e fai un figurone dal primo morso della pizza notano la differenza, impasto molto buono e differente asseconda della stagione. Oltre che il sole è il sapore di Napoli.",2020-07-17 19:05:40
97,ChIJ122GUD7bfkcRxQ-pVinApuk,5,"Pizza buona e vera napoletana, personale gentile e simpatico!",2019-05-24 19:55:02
98,ChIJ122GUD7bfkcRxQ-pVinApuk,2,"Le tre pizze ordinate sarebbero dovute arrivare alle 20:40. Dal momento che pioveva, immaginando le probabili difficoltà della consegna, ho scelto di pazientare e di non farmi sentire per almeno venti minuti, nonostante sull'App non avevo alcuna comunicazione o aggiornamento sul mio ordine. Alle 21:00 telefono, mi risponde una signora, mi comunica che le mie pizze erano state appena infornate e che per scusarsi avrebbe aggiunto una birra gratis. Trascorrono altri venti minuti, richiamo, ma la linea risulta occupata. Dopo un po' risponde e mi dice che il ragazzo ha citofonato e non abbiamo risposto. Faccio presente alla signora che avevo comunicato il guasto al citofono ed indicato il numero di cellulare. A questo punto dice che il ragazzo ha anche provato a telefonare, le spiego che non è così, si scusa nuovamente, promette una pizza gratis al prossimo ordine ed aggiunge che se fossero arrivate fredde le avrebbero rifatte da capo. Il ragazzo le consegna alle 21:40 (un'ora di ritardo), le pizze sono chiaramente fredde, le riscaldo in forno e le mangiamo. Il sapore è indubbiamente buono e ad ogni morso ho percepito ""o core"". Nella mia valutazione ho messo la seconda stella per la birra omaggio (pratica già adottata con altri clienti, a quanto leggo nelle altre recensioni).
Purtroppo non ho avuto il servizio per cui ho pagato, in un'ora avrei cucinato e mangiato.

Aspetti positivi: il sapore della pizza e la gentilezza della titolare.
Aspetti negativi: eccessivo ritardo e disorganizzazione.",2019-11-20 09:28:56
99,ChIJhcQ-1UvafkcREQWtMI2uyIM,5,"I drughi erano su di giri, mancava solo il Cobra che era in libertà vigilata. Sono calati sul St John's come un'orda di lanzichenecchi.

Quand'ecco che dopo un club sandwich 2 (che non vuol dire due club sandwich), e numerose cervoge fresche si sono acquietati, complice la consueta sconfitta europea.

Sarà per un'altra volta, almeno si è mangiato è bevuto.",2020-08-09 13:34:42
